editorial	n
Ill	a
Homeless	n
referred	v
research	n
six	a
colleagues	n
reported	v
issue	n
comments	n
implied	v
discovered	v
principal	a
cause	n
homelessness	n
is	v
found	v
large	a
numbers	n
mentally	r
ill	a
people	n
homeless	a
population	n
made	v
statement	n
clear	a
mentally	r
ill	a
people	n
alcoholics	n
become	v
homeless	a
causes	n
homelessness	n
poorly	r
understood	v
complex	a
individual	a
case	n
quoting	v
research	n
emphasized	v
high	a
prevalence	n
mental	a
illness	n
alcoholism	n
note	v
homeless	a
people	n
examined	v
had	v
multitude	n
physical	a
disorders	n
in addition	r
psychiatric	a
problems	n
substance abuse	n
suffered	v
malnutrition	n
chest	n
diseases	n
cardiovascular	a
disorders	n
skin	n
problems	n
infectious	a
diseases	n
aftereffects	n
assaults	n
rape	n
Homeless	a
people	n
lack	v
safety	n
privacy	n
shelter	n
also	r
lack	v
elementary	a
necessities	n
nutrition	n
basic	a
health care	n
recent	a
report	n
pointed out	v
certain	a
health	n
problems	n
predispose	v
person	n
homelessness	n
be	v
consequence	n
third	a
category	n
composed	v
disorders	n
treatment	n
is	v
difficult	a
impossible	a
person	n
lacks	v
adequate	a
shelter	n
interactions	n
health	n
homelessness	n
are	v
complex	a
defying	v
sweeping	a
generalizations	n
cause	n
effect	n
look	v
future	n
preventing	v
homelessness	n
is	v
important	a
objective	n
require	v
develop	v
sophisticated	a
understanding	n
dynamics	n
homelessness	n
currently	r
possess	v
understanding	n
developed	v
only	r
careful	a
study	n
research	n
study	n
says	v
homelessness	n
is	v
complex	a
array	n
problems	n
common	a
thread	n
poverty	n
study	n
shows	v
nearly	r
homeless	a
population	n
made up	v
women	n
children	n
only	r
homeless	n
exhibits	v
combination	n
drug	n
alcohol	n
mental	a
problems	n
According	a
homelessness	n
is	v
simultaneously	r
housing	n
problem	n
employment	n
problem	n
demographic	a
problem	n
problem	n
social	a
mental	a
health	n
problem	n
family	n
violence	n
problem	n
problem	n
created	v
cutbacks	n
social	a
welfare	n
spending	n
problem	n
resulting	v
decay	n
traditional	a
nuclear family	n
problem	n
intimately	r
connected	a
recent	a
increase	n
number	n
persons	n
living	v
poverty	n
level	n
quote	v
highly	r
regarded	v
director	n
privately	r
funded	a
center	n
homeless	n
homeless	a
sleep	v
fear	n
robbed	v
murdered	v
first	a
three	a
weeks	n
sleep	n
deprivation	n
scarcely	r
reality	n
psychiatric	a
treatment	n
well	r
be	v
unable	a
fend	v
ever	r
again	r
homeless	n
obviously	r
had	v
pre-existing	a
mental	a
illness	n
addiction	n
fallen	v
economy	n
grim	a
brutal	a
world	n
city	n
streets	n
Once	r
there	r
ways	n
escape	n
are	v
open	a
drink	n
drugs	n
insanity	n
dismiss	v
sentimental	a
view	n
reduction	n
federal	a
programs	n
played	v
significant	a
role	n
increased	a
number	n
men	n
women	n
sleeping	v
city	n
streets	n
years	n
is	v
sign	n
bothered	v
consider	v
inverse	n
logic	n
namely	r
mental	a
illness	n
substance abuse	n
be	v
degree	n
consequences	n
rather	r
causes	n
homelessness	n
research	n
stopped	v
convenient	a
assertion	n
made	v
approximately	r
sponsors	n
recent	a
march	n
homeless	n
chose	v
cite	v
groups	n
insinuating	v
march	n
got	v
major	a
support	n
self-serving	a
groups	n
know	v
good	a
thing	n
see	v
crusade	n
based	v
greed	n
profit	n
motive	n
is	v
desire	n
profit	n
driving	a
force	n
subscribe	v
advertise	v
paper	n
mention	v
other	a
nonprofit	a
organizations	n
participated	v
march	n
findings	n
homeless	n
underwent	v
psychiatric	a
examinations	n
suggest	v
conduct	v
own	a
survey	n
Choose	v
business	n
executives	n
perhaps	r
own	a
staff	n
put	v
streets	n
deprived	v
one	a
month	n
homes	n
families	n
income	n
predict	v
short	a
time	n
find	v
satisfactory	a
substitute	n
normal	a
phobias	n
anxieties	n
depressions	n
substance abuse	n
increase	v
dramatically	r
