familiarity	n
of	x
the	x
Spanish	j
is	v
higher	j
than	x
that	x
of	x
the	x
Ticos	x
Of	x
the	x
<number>	x
<eos>	x
players	n
called	x
in	x
Spain	x
,	x
ten	x
passed	x
<number>	x
international	j
games	n
.	x
On	x
the	x
<eos>	x
side	n
of	x
Costa Rica	x
only	r
one	x
of	x
<number>	x
called	x
players	n
reached	x
<number>	x
games	n
.	x
A	x
minor	j
<eos>	x
contrast	n
to	x
Costa Rica	x
,	x
comparing	x
the	x
<number>	x
players	n
called	x
by	x
both	x
countries	n
for	x
the	x
friendly	j
game	n
today	n
,	x
at	x
<number>	x
pm	n
at	x
the	x
National Stadium	x
in	x
San Jose	x
.	x
While	x
the	x
<eos>	x
Europe	n
and	x
world champions	x
,	x
number one	x
one	x
in	x
the	x
monthly	j
top	n
of	x
FIFA	x
,	x
have	x
a	x
long	j
record	n
of	x
Class A	x
inter	x
selection	n
,	x
the	x
Tricolor	x
has	x
only	r
the	x
defender	n
Michael Umana	x
as	x
the	x
only	j
one	x
who	x
has	x
<number>	x
international	j
games	n
.	x
That	x
<eos>	x
number	n
was	v
reached	x
Friday	x
before	x
the	x
game	n
against	x
Panama	x
(	x
<number>	x
)	x
,	x
in	x
Rommel Fernandez	x
.	x
Spanish	j
<eos>	x
football players	x
playing	x
in	x
the	x
All-Star	x
League	x
and	x
in	x
powerful	j
clubs	n
of	x
the	x
Premier League	x
of	x
England	x
are	v
during	x
the	x
year	n
very	r
active	j
in	x
league	n
and	x
local	j
cup	n
competitions	n
and	x
there	x
are	v
high-level	j
shocks	n
in	x
the	x
European Cups	x
and	x
European Champions League	x
.	x
To	x
this	x
is	v
added	x
the	x
Spanish	j
Fury	n
<eos>	x
experience	n
in	x
complicated	j
qualifications	n
for	x
Euro Cup	x
and	x
World Cup	x
.	x
The	x
Ticos	x
<eos>	x
players	n
,	x
however	r
,	x
have	x
a	x
limited	j
international	j
experience	n
in	x
an	x
area	n
such	j
as	x
CONCACAF	x
,	x
which	x
is	v
considered	x
the	x
lowest	j
level	n
within	x
FIFA	x
We	x
see	x
that	x
the	x
<eos>	x
peak	n
of	x
the	x
Spanish	j
selection	n
is	v
the	x
goalkeeper	n
Iker Casillas	x
,	x
who	x
last	j
Saturday	x
against	x
England	x
(	x
game	n
lost	x
with	x
<number>	x
in	x
London	x
)	x
equaled	x
the	x
record	n
of	x
the	x
ex	j
goalkeeper	n
Andoni Zubizarreta	x
,	x
with	x
<number>	x
international	j
matches	n
.	x
Casillas	x
will	x
play	x
<eos>	x
today	n
against	x
the	x
Tricolor	x
and	x
will	x
impose	x
a	x
new	j
record	n
of	x
<number>	x
international	j
matches	n
for	x
Spain	x
.	x
<eos>	x
Xavi Hernandez	x
,	x
the	x
player	n
of	x
Barcelona	x
,	x
has	x
<number>	x
matches	n
.	x
Casillas	x
and	x
Xavi	x
were	v
recognized	x
last	j
<eos>	x
week	n
by	x
UEFA	x
together	r
with	x
the	x
other	j
player	n
of	x
the	x
Iberian	j
team	n
,	x
Zubizarreta	x
with	x
<number>	x
matches	n
and	x
Schalke	x
striker	n
Raul Gonzalez	x
with	x
<number>	x
.	x
Almost	r
near	x
the	x
centennial	j
<eos>	x
number	n
is	v
Carles Puyol	x
,	x
with	x
<number>	x
games	n
.	x
<eos>	x
Xabi Alonso	x
follows	x
them	x
with	x
<number>	x
,	x
Fernando Torres	x
,	x
with	x
<number>	x
,	x
David Villa	x
and	x
Sergio Ramos	x
,	x
both	x
with	x
<number>	x
,	x
Andres Iniesta	x
,	x
with	x
<number>	x
,	x
Cesc Fabregas	x
,	x
with	x
<number>	x
,	x
and	x
David Silva	x
,	x
with	x
<number>	x
.	x
On	x
Costa	j
Rican	j
<eos>	x
side	n
,	x
and	x
close	x
to	x
Michael Umana	x
,	x
are	v
the	x
left-lateral	j
Junior Diaz	x
,	x
with	x
<number>	x
matches	n
and	x
the	x
striker	n
Bryan Ruiz	x
,	x
with	x
<number>	x
.	x
After	x
this	x
,	x
only	r
five	x
exceeded	x
the	x
<number>	x
<eos>	x
games	n
:	x
Keilor	x
Navas	x
with	x
<number>	x
,	x
Randall Azofeifa	x
with	x
<number>	x
,	x
Michael Barrantes	x
with	x
<number>	x
,	x
Carlos Hernandez	x
with	x
<number>	x
and	x
Jose Luis Lopez	x
with	x
<number>	x
.	x
The	x
least	j
.	x
More	j
than	x
<number>	x
<eos>	x
matches	n
in	x
Spain	x
have	x
Gerard Piqué	x
(	x
<number>	x
)	x
,	x
Sergio Busquets	x
(	x
<number>	x
)	x
,	x
Santiago	x
Santi Cazorla	x
(	x
<number>	x
)	x
,	x
Alvaro Arbeloa	x
(	x
<number>	x
)	x
and	x
Raul Albiol	x
(	x
<number>	x
)	x
.	x
On	x
the	x
national	j
<eos>	x
side	n
,	x
with	x
less	j
than	x
<number>	x
presences	n
,	x
there	x
are	v
Roy Miller	x
with	x
<number>	x
,	x
Winston Parks	x
with	x
<number>	x
,	x
Gabriel Badilla	x
with	x
<number>	x
and	x
Roy Myrie	x
with	x
<number>	x
.	x
The	x
<eos>	x
rest	n
does	x
n't	r
come	x
near	x
the	x
<number>	x
.	x
While	x
Nacho	n
Moreal	j
has	x
only	r
four	x
<eos>	x
games	n
and	x
Jordi Alba	x
two	x
,	x
in	x
Costa Rica	x
Victor Bolivar	x
has	x
only	r
one	x
Olman Vargas	x
and	x
Nelson	x
Edder	x
did	x
