victory	n
in	x
Israel	x
Caja Laboral	x
achieved	x
a	x
stunning	j
<number>	x
<eos>	x
victory	n
on	x
their	x
visit	n
to	x
the	x
Maccabee	x
Electra	x
court	n
despite	x
Dusko Ivanovic	x
's	x
team	n
's	x
heavy	j
losses	n
,	x
and	x
after	x
the	x
great	j
performance	n
by	x
Mizra	x
Teltovic	x
,	x
who	x
was	v
the	x
best	j
on	x
his	x
team	n
with	x
eight	x
three-pointers	n
scored	x
(	x
<number>	x
points	n
)	x
,	x
they	x
now	r
at	x
the	x
top	n
of	x
their	x
group	n
.	x
The	x
Vitorian	x
<eos>	x
team	n
knew	x
to	x
make	x
up	x
for	x
the	x
significant	j
absences	n
of	x
Herrmann	x
,	x
Oleson	x
,	x
Huertas	x
and	x
Micov	x
with	x
a	x
big	j
dose	n
of	x
involvement	n
and	x
teamwork	n
,	x
even	r
though	x
it	x
had	x
to	x
hold	x
out	x
until	x
the	x
end	n
to	x
take	x
the	x
victory	n
.	x
Additionally	r
,	x
their	x
huge	j
<eos>	x
success	n
from	x
the	x
sidelines	n
,	x
with	x
<number>	x
three pointers	n
scored	x
,	x
had	x
a	x
lot	n
to	x
do	x
with	x
the	x
final	j
triumph	n
.	x
The	x
<eos>	x
game	n
started	x
out	x
in	x
favor	n
of	x
the	x
Azulgranas	x
,	x
who	x
put	x
themselves	x
ahead	r
on	x
the	x
scoreboard	n
from	x
the	x
start	n
.	x
As	x
Vitora	x
's	x
first	j
four	x
<eos>	x
baskets	n
were	v
from	x
the	x
perimeter	n
,	x
the	x
speculation	n
was	v
already	r
that	x
they	x
had	x
jumped	x
into	x
the	x
Israeli	j
net	n
with	x
hot	j
wrists	n
.	x
English	x
and	x
Teletovic	x
were	v
the	x
main	j
<eos>	x
scorers	n
of	x
the	x
<number>	x
at	x
the	x
end	n
of	x
the	x
first period	x
.	x
The	x
second	j
<eos>	x
quarter	n
was	v
more	j
of	x
the	x
same	j
,	x
but	x
the	x
Alavan	x
team	n
opted	x
for	x
the	x
inside	j
game	n
of	x
Barac	x
and	x
the	x
work	n
of	x
Eliyahu	x
,	x
who	x
was	v
greeted	x
with	x
whistles	n
and	x
applause	n
at	x
his	x
return	n
home	n
,	x
to	x
continue	x
increasing	x
their	x
lead	n
by	x
half-time	n
(	x
<number>	x
)	x
.	x
Teletovic	x
had	x
already	r
begun	x
to	x
stand	x
out	x
as	x
the	x
best	j
on	x
his	x
<eos>	x
team	n
with	x
<number>	x
points	n
,	x
even	r
though	x
Splitter	x
's	x
``	x
six	x
fewer	j
''	x
points	n
already	r
signaled	x
that	x
it	x
was	v
n't	r
going	x
to	x
be	v
the	x
best	j
night	n
for	x
the	x
Brazilian	j
.	x
But	x
the	x
<eos>	x
game	n
,	x
despite	x
being	v
headed	x
for	x
halftime	n
,	x
was	v
not	r
more	j
decidedand	n
the	x
Maccabees	x
tried	x
to	x
remind	x
the	x
Vitorians	x
that	x
not	r
just	r
anybody	n
wins	x
on	x
their	x
court	n
,	x
and	x
with	x
the	x
`	x
hand	n
of	x
Elias	x
'	x
putting	x
the	x
pressure	n
on	x
,	x
they	x
managed	x
to	x
get	x
involved	x
in	x
the	x
game	n
.	x
Eidson	x
and	x
Pnini	x
played	x
a	x
decisive	j
<eos>	x
role	n
in	x
the	x
``	x
yellows	n
'	x
''	x
return	n
to	x
the	x
light	n
.	x
More	j
<eos>	x
disadvantages	n
Ivanovic	x
's	x
<eos>	x
players	n
,	x
injured	x
but	x
far	r
from	x
dead	j
,	x
needed	x
to	x
run	x
a	x
couple	n
of	x
plays	n
correctly	r
before	x
they	x
could	x
breathe	x
,	x
and	x
that	x
's	v
when	r
the	x
machine gun	x
Marza	x
Teletovic	x
arrived	x
,	x
with	x
three	x
almost	r
consecutive	j
three-pointers	n
and	x
the	x
help	n
of	x
English	x
and	x
Ribas	x
,	x
he	x
brought	x
the	x
scoreboard	n
back	r
to	x
a	x
reassuring	j
lead	n
(	x
<number>	x
)	x
,	x
which	x
the	x
home	j
team	n
managed	x
to	x
narrow	x
down	x
at	x
the	x
end	n
of	x
the	x
third	j
quarter	n
(	x
<number>	x
)	x
.	x
The	x
Alavas	x
worked	x
themselves	x
to	x
the	x
bone	n
in	x
the	x
last	j
<eos>	x
period	n
,	x
and	x
English	x
and	x
San Emeterio	x
(	x
<number>	x
)	x
had	x
already	r
made	x
it	x
clear	j
that	x
they	x
were	v
not	r
going	x
to	x
let	x
anyone	n
take	x
away	x
what	x
they	x
had	x
earned	x
during	x
the	x
first	j
thirty	x
minutes	n
.	x
However	r
,	x
Pnini	x
and	x
Eidson	x
,	x
the	x
best	j
on	x
their	x
<eos>	x
team	n
,	x
did	x
not	r
give	x
up	x
and	x
tried	x
to	x
keep	x
their	x
team	n
alive	j
from	x
the	x
three-point	n
line	n
(	x
<number>	x
)	x
.	x
In	x
<eos>	x
spite	n
of	x
this	x
,	x
and	x
with	x
Splitter	x
fouling	x
out	x
,	x
Ivonic	x
's	x
team	n
did	x
n't	r
rush	x
,	x
defended	x
well	r
,	x
and	x
,	x
even	r
though	x
the	x
Israelis	x
came	x
close	r
at	x
the	x
last minute	x
,	x
the	x
game	n
was	n
already	r
won	x
and	x
victory	n
escaped	x
Tel Aviv	x
for	x
the	x
first	j
time	n
in	x
the	x
season	n
.	x
