microbe	n
raises	x
possibility	n
of	x
new	j
types	n
of	x
life on Earth	x
,	x
or	x
elsewhere	r
The	x
<eos>	x
discovery	n
of	x
a	x
strange	j
bacteria	n
that	x
can	x
use	x
arsenic	n
as	x
one	x
of	x
its	x
nutrients	n
widens	x
the	x
scope	n
for	x
finding	x
new	j
forms	n
of	x
life on Earth	x
and	x
possibly	r
beyond	r
.	x
While	x
<eos>	x
researchers	n
discovered	x
the	x
unusual	j
bacteria	n
here	r
in	x
Earth	x
,	x
they	x
say	x
it	x
shows	x
that	x
life	n
has	x
possibilities	n
beyond	x
the	x
major	j
elements	n
that	x
have	x
been	v
considered	x
essential	j
.	x
``	x
This	x
<eos>	x
organism	n
has	x
dual	j
capability	n
.	x
''	x
``	x
It	x
can	x
grow	x
with	x
either	x
<eos>	x
phosphorus	n
or	x
arsenic	n
.	x
''	x
``	x
That	x
makes	x
it	x
very	r
peculiar	j
,	x
though	x
it	x
falls	x
short	r
of	x
being	v
some	x
<eos>	x
form	n
of	x
truly	r
`	x
alien	j
'	x
life	n
,	x
''	x
commented	x
Paul C. W. Davies	x
of	x
Arizona State University	x
,	x
a	x
co-author	n
of	x
the	x
report	n
appearing	x
in	x
Thursday	x
's	x
online	j
edition	n
of	x
the	x
journal	n
Science	n
.	x
Six	x
major	j
<eos>	x
elements	n
have	x
long	r
been	v
considered	x
essential	j
for	x
life	n
-	x
carbon	n
,	x
hydrogen	n
,	x
nitrogen	n
,	x
oxygen	n
,	x
phosphorus	n
and	x
sulfur	n
.	x
But	x
the	x
<eos>	x
researchers	n
found	x
that	x
the	x
bacteria	n
,	x
discovered	x
in	x
Mono Lake	x
,	x
Calif.	x
,	x
is	v
able	j
to	x
continue	x
to	x
grow	x
after	x
substituting	x
arsenic	n
for	x
phosphorus	n
.	x
``	x
It	x
makes	x
you	x
wonder	x
what	x
else	r
is	v
possible	j
,	x
''	x
said	x
Ariel	x
D.	x
Anbar	x
of	x
<eos>	x
Arizona State University	x
,	x
a	x
co-author	n
of	x
the	x
report	n
.	x
The	x
<eos>	x
find	n
is	v
important	j
in	x
the	x
search	n
for	x
life	n
beyond	x
Earth	n
because	x
researchers	n
need	x
to	x
be	v
able	j
to	x
recognize	x
life	n
,	x
to	x
know	x
what	x
life	n
looks	x
like	x
,	x
Anbar	x
said	x
.	x
The	x
<eos>	x
study	n
focuses	x
on	x
a	x
microbe	n
found	x
on	x
Earth	x
.	x
However	r
,	x
the	x
<eos>	x
announcement	n
of	x
a	x
news conference	x
to	x
discuss	x
it	x
,	x
which	x
did	x
not	r
disclose	x
details	n
of	x
the	x
find	n
,	x
generated	x
widespread	j
speculation	n
on	x
the	x
Internet	n
that	x
the	x
report	n
would	x
disclose	x
the	x
discovery	n
of	x
extraterrestrial life	n
.	x
It	x
did	x
n't	r
.	x
The	x
<eos>	x
discovery	n
``	x
does	x
show	x
that	x
in	x
other	j
planetary	j
environments	n
organisms	n
might	x
be	v
able	j
to	x
use	x
other	j
elements	n
to	x
drive	x
biochemistry	n
and	x
that	x
the	x
`	x
standard	j
'	x
set	n
of	x
elements	n
we	x
think	x
are	v
absolutely	r
necessary	j
for	x
life	n
might	x
not	r
be	v
so	r
fixed	x
,	x
''	x
commented	x
Charles Cockell	x
,	x
professor	n
at	x
Planetary	j
and	x
Space	n
Sciences	x
Research Institute	x
,	x
Open University	x
,	x
in	x
Milton Keynes	x
,	x
United Kingdom	x
.	x
Cockell	x
was	v
not	r
<eos>	x
part	n
of	x
the	x
research	n
team	n
.	x
``	x
This	x
<eos>	x
work	n
is	v
novel	j
because	x
it	x
shows	x
the	x
substitution	n
of	x
one	x
element	n
for	x
another	x
in	x
fundamental	j
biochemistry	n
and	x
biochemical	j
structure	n
,	x
''	x
added	x
Cockell	x
.	x
It	x
was	v
n't	r
a	x
chance	n
<eos>	x
discovery	n
.	x
<eos>	x
Felisa Wolfe-Simon	x
of	x
NASA	x
's	x
Astrobiology	x
Institute	x
,	x
who	x
led	x
the	x
study	n
,	x
targeted	x
Mono Lake	x
because	x
it	x
has	x
high	j
arsenic	n
levels	n
.	x
<eos>	x
Arsenic	n
and	x
phosphorus	n
are	v
chemically	r
similar	j
,	x
so	r
she	x
speculated	x
that	x
a	x
microbe	n
exposed	x
to	x
both	x
might	x
be	v
able	j
to	x
substitute	x
one	x
for	x
the	x
other	j
.	x
``	x
<eos>	x
Arsenic	n
is	v
toxic	j
mainly	r
because	x
its	x
chemical	n
behavior	n
is	v
so	r
similar	j
to	x
that	x
of	x
phosphorus	n
.	x
''	x
``	x
As	x
a	x
<eos>	x
result	n
,	x
organisms	n
have	x
a	x
hard time	x
telling	x
these	x
elements	n
apart	r
.	x
''	x
``	x
But	x
<eos>	x
arsenic	n
is	v
different	j
enough	r
that	x
it	x
does	x
n't	r
work	x
as	r
well	r
as	x
phosphorus	n
,	x
so	r
it	x
gets	x
in	x
there	r
and	x
sort	r
of	x
gums	x
up	x
the	x
works	n
of	x
our	x
biochemical	j
machinery	n
,	x
''	x
explained	x
Anbar	x
.	x
The	x
<eos>	x
researchers	n
collected	x
the	x
bacteria	n
known	x
as	x
GFAJ-<number>	x
and	x
exposed	x
it	x
to	x
increasing	x
concentrations	n
of	x
arsenic	n
,	x
which	x
it	x
was	v
able	j
to	x
adapt	x
to	x
and	x
grow	x
.	x
The	x
<eos>	x
microbe	n
does	x
grow	x
better	r
on	x
phosphorus	n
,	x
but	x
showing	x
that	x
it	x
can	x
live	x
with	x
arsenic	n
instead	r
raises	x
the	x
possibility	n
that	x
a	x
life form	x
using	x
arsenic	n
could	x
occur	x
naturally	r
,	x
either	x
elsewhere	r
on	x
Earth	x
or	x
on	x
another	x
planet	n
or	x
moon	n
where	r
arsenic	n
is	v
more	r
common	j
.	x
Jamie	x
S.	x
Foster	x
,	x
an	x
<eos>	x
assistant professor	x
of	x
microbiology	n
at	x
the	x
University of Florida	x
,	x
said	x
the	x
idea	n
that	x
arsenic	n
could	x
be	v
substituted	x
for	x
phosphorus	n
is	v
n't	r
new	j
,	x
but	x
there	x
has	x
never	r
been	v
example	n
where	r
it	x
was	v
shown	x
to	x
work	x
.	x
<eos>	x
Arsenic	n
was	v
more	r
common	j
in	x
the	x
early	j
times	n
on	x
Earth	x
,	x
she	x
said	x
,	x
so	r
researchers	n
have	x
speculated	x
that	x
early	j
life forms	x
might	x
have	x
used	x
it	x
.	x
``	x
It	x
does	x
suggest	x
that	r
that	x
there	x
could	x
be	v
other	j
<eos>	x
ways	n
to	x
form	x
life	n
,	x
not	r
just	r
how	r
life	n
formed	x
on	x
early	j
Earth	n
,	x
''	x
said	x
Foster	x
,	x
who	x
was	v
not	r
part	n
of	x
Wolfe-Simon	x
's	x
research	n
team	n
.	x
The	x
<eos>	x
research	n
was	v
supported	x
by	x
NASA	x
,	x
the	x
Department of Energy	x
and	x
the	x
National Institutes of Health	x
.	x
The	x
democratic	j
