Computer	n
programming	n
Computer	n
programming	n
often	r
shortened	v
programming	n
is	v
process	n
writing	n
testing	n
source code	n
computer	n
programs	n
source code	n
written	v
programming	n
language	n
code	n
be	v
modification	n
existing	a
completely	r
new	a
process	n
writing	v
source code	n
requires	v
expertise	n
different	a
subjects	n
knowledge	n
application	n
domain	n
algorithms	n
implement	v
desired	a
behavior	n
software	n
engineering	n
programming	n
implementation	n
regarded as	v
one	a
phase	n
software	n
development	n
process	n
applications	n
extreme	a
situations	n
program	n
written	v
modified	v
known as	a
directly	r
storing	v
numeric	a
values	n
machine code	n
instructions	n
executed	v
memory	n
is	v
ongoing	a
debate	n
extent	n
writing	n
programs	n
is	v
art	n
craft	n
engineering	n
discipline	n
ongoing	a
debate	n
is	v
extent	n
programming	n
language	n
used	v
writing	v
programs	n
affects	v
form	n
final	a
program	n
takes	v
debate	n
is	v
analogous	a
surrounding	v
hypothesis	n
linguistics	n
Programmers	n
Computer	n
programmers	n
are	v
write	v
computer software	n
job	n
usually	r
involves	v
Requirements	n
analysis	n
Specification	n
Software	n
architecture	n
Compilation	n
Software	n
testing	n
Documentation	n
Integration	n
Maintenance	n
Programming	n
languages	n
Different	a
programming	n
languages	n
different	a
styles	n
programming	n
called	v
programming	n
paradigms	n
choice	n
language	n
used	v
be	v
individual	n
choice	n
dictated	v
company	n
policy	n
Ideally	r
programming	n
language	n
best	r
suited	a
task	n
at hand	a
selected	v
Trade-offs	n
ideal	n
involve	v
finding	v
programmers	n
know	v
language	n
build	v
team	n
availability	n
compilers	n
language	n
efficiency	n
programs	n
written	v
given	a
language	n
execute	v
History	n
programming	n
earliest	a
machine	n
machine	n
adjust	v
capabilities	n
based	v
changing	v
program	n
said	v
be	v
Jacquard Loom	n
developed	v
machine	n
used	v
series	n
pasteboard	n
cards	n
holes	n
punched	v
hole	n
pattern	n
represented	v
pattern	n
loom	n
follow	v
weaving	v
cloth	n
loom	n
produce	v
entirely	r
different	a
weaves	n
using	v
different	a
sets	n
cards	n
innovation	n
later	r
refined	v
development	n
famous	a
punch card	n
used	v
variety	n
machines	n
called	v
unit	n
record	n
equipment	n
perform	v
data processing	n
tasks	n
unit	n
record	n
equipment	n
programmed	v
changing	v
wiring	n
plugboards	n
Early	a
computers	n
used	v
similar	a
programming	n
methods	n
invention	n
architecture	n
allowed	v
programs	n
stored	v
computer	n
memory	n
Early	a
programs	n
painstakingly	r
crafted	v
using	v
instructions	n
particular	a
machine	n
often	r
binary	a
notation	n
model	n
computer	n
be	v
likely	a
need	v
different	a
instructions	n
do	v
task	n
Later	r
assembly languages	n
developed	v
let	v
programmer	n
specify	v
instruction	n
text	n
format	n
entering	v
abbreviations	n
operation	n
code	n
instead	r
number	n
specifying	v
addresses	n
symbolic	a
form	n
first	a
higher	a
level	n
programming	n
language	n
invented	v
allowed	v
programmers	n
specify	v
calculations	n
entering	v
formula	n
directly	r
program	n
text	n
converted	v
machine	n
instructions	n
using	v
special	a
program	n
called	v
compiler	n
other	a
languages	n
developed	v
commercial	a
programming	n
Programs	n
mostly	r
still	r
entered	v
using	v
punch cards	n
paper tape	n
See	v
computer	n
programming	n
punch card	n
era	n
mass	a
storage	n
devices	n
computer	n
terminals	n
became	v
inexpensive	a
enough	r
so	r
programs	n
created	v
typing	n
directly	r
computers	n
Text	n
editors	n
developed	v
allowed	v
changes	n
corrections	n
made	v
easily	r
punch cards	n
time	n
progressed	v
computers	n
made	v
giant	a
leaps	n
area	n
processing	n
power	n
brought about	v
newer	a
programming	n
languages	n
are	v
more	r
abstracted	a
underlying	a
hardware	n
abstracted	a
languages	n
require	v
additional	a
overhead	n
cases	n
huge	a
increase	n
speed	n
modern	a
computers	n
brought about	v
performance	n
decrease	n
compared	v
earlier	a
counterparts	n
benefits	n
abstracted	a
languages	n
is	v
allow	v
easier	a
learning	n
curve	n
people	n
familiar with	a
older	a
programming	n
languages	n
also	r
allow	v
experienced	a
programmer	n
develop	v
simple	a
applications	n
quickly	r
benefits	n
large	a
complicated	a
programs	n
programs	n
are	v
dependent on	a
speed	n
still	r
require	v
faster	a
relatively	r
languages	n
todays	n
hardware	n
concerns	n
raised	v
original	a
language	n
second	a
half	n
twentieth	a
century	n
programming	n
was	v
attractive	a
career	n
developed	a
countries	n
forms	n
programming	n
been	v
increasingly	r
subject	a
importing	v
software	n
services	n
other	a
countries	n
usually	r
lower	a
wage	n
making	v
programming	n
career	n
decisions	n
developed	a
countries	n
complicated	a
increasing	v
economic	a
opportunities	n
developed	a
areas	n
unclear	a
far	r
trend	n
continue	v
deeply	r
impact	v
programmer	n
wages	n
opportunities	n
trend	n
argued	v
richest	a
persons	n
globe	n
are	v
programmers	n
profession	n
Examples	n
and so on	r
Programming	n
is	v
clearly	r
craftsmanship	n
continues	v
reward	v
practitioners	n
countries	n
developed	a
countries	n
Modern	a
Programming	n
Methodologies	n
first	a
step	n
software	n
development	n
project	n
be	v
requirements	n
analysis	n
followed	v
implementation	n
failure	n
elimination	n
exist	v
a lot	r
approaches	n
tasks	n
popular	a
technique	n
being	v
Analysis	n
Design	n
Architecture	n
is	v
notation	n
used	v
similar	a
technique	n
used	v
database	n
design	n
is	v
Implementation	n
techniques	n
include	v
languages	n
procedural	a
functional	a
languages	n
