kalgebra	n
is	v
a	x
mathematical	a
calculator	n
based	v
on	x
content	a
markup	n
MathML	n
language	n
.	x
Nowadays	r
it	x
is	v
capable	a
to	x
make	v
simple	a
MathML	n
operations	n
(	x
arithmetic	a
and	x
logical	a
)	x
and	x
to	x
representate	n
2D	n
and	x
3D	n
graphs	n
.	x
It	x
is	v
actually	r
not	r
necessary	a
to	x
know	v
MathML	n
to	x
use	v
kalgebra	n
.	x
kalgebra	n
is	v
a	x
MathML	n
based	v
graph	n
calculator	n
.	x
Although	x
it	x
was	v
initially	r
MathML	n
oriented	v
it	x
can	x
now	r
be	v
used	v
by	x
everyone	n
with	x
little	a
mathematical	a
knowledge	n
.	x
Here	r
's	v
a	x
screenshot	n
of	x
kalgebra	n
main	a
window	n
kalgebra	n
main	a
window	n
kalgebra	n
main	a
window	n
consists	v
in	x
a	x
Console	n
tab	n
,	x
a	x
2D	n
Graph	n
tab	n
,	x
a	x
3D	n
Graph	n
tab	n
and	x
a	x
Dictionary	n
tab	n
.	x
Below	r
these	x
tabs	n
you	x
will	x
find	v
an	x
input	n
field	n
to	x
type	v
your	x
functions	n
or	x
do	v
your	x
calculations	n
.	x
If	x
we	x
want	v
to	x
understand	v
how	x
it	x
works	v
,	x
the	x
best	a
thing	n
we	x
can	x
do	v
is	v
to	x
realize	v
that	x
our	x
input	n
is	v
being	v
converted	v
into	x
MathML	n
although	x
it	x
is	v
not	r
necessary	a
to	x
know	v
MathML	n
.	x
I	x
have	v
based	v
the	x
syntax	n
basically	r
on	x
common	a
sense	n
,	x
it	x
should	x
not	r
be	v
hard	a
for	x
anyone	n
.	x
I	x
ve	v
looked	v
closely	r
to	x
maxima	n
and	x
maple	n
s	x
syntax	n
so	x
they	x
look	v
very	r
similar	a
.	x
+	x
-	x
*	x
/	x
:	x
Addition	n
,	x
subtraction	n
,	x
multiplication	n
and	x
division	n
.	x
^	x
,	x
**	x
:	x
Power	n
,	x
you	x
can	x
use	v
them	x
both	x
.	x
Also	r
it	x
is	v
possible	a
to	x
use	v
the	x
unicode	n
²	x
characters	n
.	x
Powers	n
are	v
one	x
way	n
to	x
make	v
roots	n
too	r
.	x
-gt	n
:	x
It	x
s	v
the	x
way	n
to	x
specify	v
the	x
bounded	v
variable	n
in	x
a	x
function	n
.	x
(	x
)	x
:	x
It	x
is	v
used	v
to	x
specify	v
a	x
higher	a
priority	n
.	x
abc(params)	x
:	x
When	x
the	x
parser	n
finds	v
a	x
function	n
,	x
it	x
checks	v
if	x
abc	n
is	v
an	x
operator	n
.	x
If	x
it	x
is	v
,	x
it	x
will	x
be	v
treated	v
as	x
an	x
operator	n
,	x
if	x
it	x
is	v
not	r
,	x
it	x
will	x
be	v
treated	v
as	x
a	x
user	n
function	n
.	x
:	x
=	x
:	x
It	x
is	v
used	v
to	x
define	v
a	x
variable	a
value	n
.	x
?	x
:	x
Piecewise	n
condition	n
definition	n
.	x
Piecewise	n
is	v
the	x
way	n
we	x
can	x
define	v
conditional	a
operations	n
in	x
kalgebra	n
.	x
If	x
we	x
introduce	v
the	x
condition	n
before	x
the	x
?	n
it	x
will	x
use	v
this	x
condition	n
only	r
if	x
it	x
is	v
true	a
,	x
if	x
it	x
finds	v
a	x
?	n
without	x
any	x
condition	n
,	x
it	x
will	x
enter	v
in	x
the	x
last	a
instance	n
.	x
{	x
}	x
:	x
MathML	n
container	n
.	x
It	x
can	x
be	v
used	v
to	x
define	v
a	x
container	n
.	x
Mainly	r
useful	a
for	x
working	v
with	x
piecewise	n
.	x
Now	r
you	x
could	x
ask	v
me	n
,	x
why	x
should	x
the	x
user	n
mind	n
about	x
MathML	n
?	x
That	x
s	v
easy	a
.	x
With	x
this	x
,	x
we	x
can	x
operate	v
with	x
functions	n
like	x
cos()	n
,	x
sin()	n
,	x
any	x
other	a
trigonometric	a
functions	n
,	x
sum()	n
or	x
product()	n
.	x
It	x
does	v
not	r
matter	v
what	x
kind	n
it	x
is	v
.	x
We	x
can	x
use	v
plus()	n
,	x
times()	n
and	x
everything	n
which	x
has	v
its	x
operator	n
.	x
kalgebra	n
's	v
console	v
is	v
useful	a
as	x
a	x
calculator	n
.	x
There	r
you	x
have	v
a	x
list	n
of	x
the	x
declared	v
variables	n
.	x
By	x
double	r
clicking	v
on	x
them	x
you	x
will	x
see	v
a	x
dialog	n
that	x
lets	v
you	x
change	v
their	x
values	n
(	x
just	r
a	x
way	n
to	x
trick	v
the	x
log	n
)	x
.	x
Every	x
time	n
you	x
enter	v
an	x
expression	n
,	x
the	x
"	x
ans	a
"	x
variable	n
value	n
will	x
be	v
changed	v
to	x
the	x
last	a
result	n
.	x
Ctrl	n
N	n
New	a
Window	n
Flushes	v
the	x
log	n
.	x
Ctrl	n
L	n
Load	v
Script	n
Executes	v
the	x
instructions	n
in	x
a	x
file	n
sequentially	r
.	x
Nice	a
if	x
you	x
want	v
to	x
define	v
some	x
libraries	n
or	x
resume	v
some	x
previous	a
work	n
.	x
Ctrl	n
G	n
Save	v
Script	n
Saves	v
the	x
instructions	n
you	x
have	v
typed	v
since	x
the	x
session	n
began	v
to	x
be	v
able	a
to	x
reuse	v
.	x
Generates	v
text	n
files	n
so	x
it	x
should	x
be	v
easy	a
to	x
fix	v
using	v
any	x
text	n
editor	n
,	x
like	x
Kate	n
.	x
Ctrl	n
S	n
Save	v
Log	n
Saves	v
the	x
log	n
with	x
all	x
results	n
into	x
an	x
HTML	n
file	v
to	x
be	v
able	a
to	x
print	v
or	x
publish	v
.	x
Ctrl	n
Q	n
Quit	v
Shuts	v
the	x
program	n
down	r
.	x
To	x
add	v
a	x
new	a
2D	n
graph	n
on	x
kalgebra	n
,	x
what	x
you	x
have	v
to	x
do	v
is	v
to	x
go	v
to	x
the	x
2D	n
Graph	n
tab	n
and	x
click	n
in	x
the	x
Add	v
tab	n
to	x
add	v
the	x
new	a
function	n
.	x
Then	r
your	x
focus	n
will	x
go	v
to	x
an	x
input	n
text	n
box	n
where	x
you	x
can	x
type	v
your	x
function	n
.	x
If	x
you	x
want	v
to	x
use	v
a	x
typical	a
f(x)	n
function	v
it	x
is	v
not	r
necessary	a
to	x
specify	v
it	x
.	x
If	x
you	x
have	v
entered	v
the	x
function	n
click	n
on	x
the	x
OK	a
button	n
to	x
display	v
the	x
graph	n
in	x
the	x
main	a
window	n
.	x
You	x
can	x
set	v
several	a
graphs	n
on	x
the	x
same	a
view	n
.	x
Just	r
use	v
the	x
Add	v
button	n
when	x
you	x
are	v
in	x
List	n
mode	n
.	x
You	x
can	x
set	v
each	x
graph	n
its	x
own	a
color	n
.	x
