This	x
document	n
is	v
a	x
summary	n
of	x
the	x
European	a
Public	a
Assessment	n
Report	n
(	x
EPAR	n
)	x
.	x
It	x
explains	v
how	x
the	x
Committee	n
for	x
Medicinal	a
Products	n
for	x
Human	a
Use	n
(	x
CHMP	n
)	x
assessed	v
the	x
studies	n
performed	v
,	x
to	x
reach	v
their	x
recommendations	n
on	x
how	x
to	x
use	v
the	x
medicine	n
.	x
If	x
you	x
need	v
more	a
information	n
about	x
your	x
medical	a
condition	n
or	x
your	x
treatment	n
,	x
read	v
the	x
Package	n
Leaflet	n
(	x
also	r
part	n
of	x
the	x
EPAR	n
)	x
or	x
contact	v
your	x
doctor	n
or	x
pharmacist	n
.	x
If	x
you	x
want	v
more	a
information	n
on	x
the	x
basis	n
of	x
the	x
CHMP	n
recommendations	n
,	x
read	v
the	x
Scientific	a
Discussion	n
(	x
also	r
part	n
of	x
the	x
EPAR	n
)	x
.	x
What	x
is	v
Alimta	n
?	x
Alimta	n
is	v
a	x
powder	n
that	x
is	v
made up	v
into	x
a	x
solution	n
for	x
infusion	n
(	x
drip	v
into	x
a	x
vein	n
)	x
.	x
It	x
contains	v
the	x
active	a
substance	n
pemetrexed	n
.	x
What	x
is	v
Alimta	n
used	v
for	x
?	x
Alimta	n
is	v
used	v
to	x
treat	v
two	x
types	n
of	x
cancer	n
:	x
pleural	a
mesothelioma	n
(	x
cancer	n
of	x
the	x
lining	n
of	x
the	x
lungs	n
that	x
is	v
usually	r
caused	v
by	x
exposure	n
to	x
asbestos	n
)	x
.	x
Alimta	n
is	v
used	v
together	r
with	x
cisplatin	n
(	x
another	x
anticancer	a
medicine	n
)	x
when	x
the	x
cancer	n
is	v
unresectable	a
(	x
cannot	x
be	v
removed	v
by	x
surgery	n
alone	a
)	x
and	x
malignant	a
(	x
has	v
spread	v
,	x
or	x
is	v
likely	a
to	x
spread	v
easily	r
,	x
to	x
other	a
parts	n
of	x
the	x
body	n
)	x
,	x
in	x
patients	n
who	x
have	v
not	r
received	v
chemotherapy	n
(	x
medicines	n
for	x
cancer	n
)	x
before	x
advanced	a
or	x
metastatic	a
non-small	a
cell	n
lung	n
cancer	n
that	x
is	v
not	r
affecting	v
the	x
squamous	a
cells	n
.	x
Alimta	n
is	v
used	v
in	x
combination	n
with	x
cisplatin	n
in	x
patients	n
who	x
have	v
not	r
been	v
treated	v
before	x
,	x
and	x
on	x
its	x
own	a
in	x
patients	n
who	x
have	v
received	v
another	x
type	n
of	x
chemotherapy	n
in	x
the	x
past	n
.	x
The	x
medicine	n
can	x
only	r
be	v
obtained	v
with	x
a	x
prescription	n
.	x
How	x
is	v
Alimta	n
used	v
?	x
Alimta	n
should	x
only	r
be	v
given	v
under	x
the	x
supervision	n
of	x
a	x
doctor	n
who	x
is	v
qualified	v
in	x
the	x
use	n
of	x
anticancer	a
chemotherapy	n
.	x
The	x
recommended	a
dose	n
of	x
Alimta	n
is	v
500	x
mg	n
per	x
square	a
metre	n
of	x
body	n
surface	n
area	n
(	x
calculated	v
using	v
the	x
patient	n
s	x
height	n
and	x
weight	n
)	x
.	x
It	x
is	v
given	v
once	r
every	a
three	x
weeks	n
as	x
an	x
intravenous	a
infusion	n
lasting	v
10	x
minutes	n
.	x
To	x
reduce	v
side	a
effects	n
,	x
patients	n
should	x
take	v
a	x
corticosteroid	n
and	x
folic	a
acid	n
(	x
a	x
type	n
of	x
vitamin	n
)	x
,	x
and	x
receive	v
injections	n
of	x
vitamin	n
B12	n
during	x
treatment	n
with	x
Alimta	n
.	x
When	x
Alimta	n
is	v
given	v
with	x
cisplatin	n
,	x
an	x
anti-emetic	a
medicine	n
(	x
to	x
prevent	v
vomiting	v
)	x
and	x
fluids	n
(	x
to	x
prevent	v
dehydration	n
)	x
should	x
also	r
be	v
given	v
before	r
or	x
after	r
the	x
cisplatin	n
dose	n
.	x
Treatment	n
should	x
be	v
delayed	v
or	x
discontinued	v
,	x
or	x
the	x
dose	n
reduced	v
,	x
in	x
patients	n
whose	x
blood	n
counts	n
are	v
abnormal	a
or	x
who	x
have	v
certain	a
other	a
side	a
effects	n
.	x
Alimta	n
is	v
not	r
recommended	v
for	x
use	n
in	x
patients	n
with	x
moderate	a
or	x
severe	a
kidney	n
problems	n
.	x
For	x
more	a
information	n
,	x
see	v
the	x
Summary	n
of	x
Product	n
Characteristics	n
(	x
also	r
part	n
of	x
the	x
EPAR	n
)	x
.	x
How	x
does	v
Alimta	n
work	n
?	x
The	x
active	a
substance	n
in	x
Alimta	n
,	x
pemetrexed	n
,	x
is	v
a	x
cytotoxic	a
medicine	n
(	x
a	x
medicine	n
that	x
kills	v
cells	n
that	x
are	v
dividing	v
,	x
such as	r
cancer	n
cells	n
)	x
,	x
which	x
belongs	v
to	x
the	x
group	n
antimetabolites	n
.	x
In	x
the	x
body	n
,	x
pemetrexed	n
is	v
converted	v
into	x
an	x
active	a
form	n
that	x
blocks	v
the	x
activity	n
of	x
the	x
enzymes	n
that	x
are	v
involved	v
in	x
producing	v
nucleotides	n
(	x
the	x
building blocks	n
of	x
DNA	n
and	x
RNA	n
,	x
the	x
genetic	a
material	n
of	x
cells	n
)	x
.	x
How	x
has	v
Alimta	n
been	v
studied	v
?	x
For	x
the	x
treatment	n
of	x
malignant	a
pleural	a
mesothelioma	n
,	x
Alimta	n
has	v
been	v
studied	v
in	x
one	x
main	a
study	n
in	x
456	x
patients	n
who	x
had	v
not	r
received	v
chemotherapy	n
for	x
their	x
disease	n
before	r
.	x
The	x
effects	n
of	x
Alimta	n
in	x
combination	n
with	x
cisplatin	n
were	v
compared	v
with	x
those	x
of	x
cisplatin	n
alone	r
.	x
For	x
the	x
treatment	n
of	x
non-small	a
cell	n
lung	n
cancer	n
,	x
the	x
effects	n
of	x
Alimta	n
were	v
compared	v
with	x
those	x
of	x
docetaxel	n
(	x
another	x
anticancer	a
medicine	n
)	x
in	x
one	x
study	n
involving	v
571	x
patients	n
with	x
locally	r
advanced	a
or	x
metastatic	a
disease	n
who	x
had	v
received	v
chemotherapy	n
in	x
the	x
past	n
.	x
Alimta	n
was	v
also	r
compared	v
with	x
gemcitabine	n
(	x
another	x
anticancer	a
medicine	n
)	x
,	x
both	x
in	x
combination	n
with	x
cisplatin	n
,	x
in	x
a	x
study	n
involving	v
1,725	x
patients	n
who	x
had	v
not	r
received	v
chemotherapy	n
for	x
lung	n
cancer	n
in	x
the	x
past	n
.	x
In	x
all	x
three	x
studies	n
,	x
the	x
main	a
measure	n
of	x
effectiveness	n
was	v
how	x
long	r
the	x
patients	n
survived	v
.	x
What	x
benefit	n
has	v
Alimta	n
shown	v
during	x
the	x
studies	n
?	x
Alimta	n
increased	v
the	x
survival	n
time	n
of	x
patients	n
with	x
malignant	a
pleural	a
mesothelioma	n
.	x
Patients	n
receiving	v
Alimta	n
and	x
cisplatin	n
survived	v
for	x
an	x
average	n
of	x
12.1	x
months	n
,	x
compared	v
with	x
9.3	x
months	n
in	x
those	x
receiving	v
cisplatin	n
alone	r
.	x
In	x
the	x
treatment	n
of	x
patients	n
with	x
non-small	a
cell	n
lung	n
cancer	n
,	x
Alimta	n
was	v
as	r
effective	a
as	r
the	x
comparators	n
.	x
In	x
patients	n
who	x
had	v
received	v
chemotherapy	n
in	x
the	x
past	n
,	x
the	x
average	a
survival	n
time	n
was	v
8.3	x
months	n
with	x
Alimta	n
,	x
compared	v
with	x
7.9	x
months	n
with	x
docetaxel	n
.	x
In	x
patients	n
who	x
had	v
not	r
received	v
chemotherapy	n
in	x
the	x
past	n
,	x
the	x
average	a
survival	n
time	n
was	v
10.3	x
months	n
in	x
both	x
groups	n
.	x
However	r
,	x
in	x
both	x
studies	n
,	x
patients	n
whose	x
cancer	n
was	v
not	r
affecting	v
squamous	a
cells	n
had	v
longer	a
survival	n
times	n
if	x
they	x
received	v
Alimta	n
than	x
if	x
they	x
received	v
the	x
comparator	n
.	x
In	x
contrast	n
,	x
patients	n
whose	x
cancer	n
was	v
affecting	v
squamous	a
cells	n
had	v
shorter	a
survival	n
times	n
if	x
they	x
received	v
Alimta	n
.	x
